4471.4790 HeI 
4713.1455 HeI 
4921.9312 HeI 
5015.6777 HeI 
5400.5615 NeI
5606.7329 ArI
5764.4189 NeI
5944.8340 NeI 
6096.1631 NeI
6143.0625 NeI 
6266.4951 NeI 
6334.4277 NeI
6402.2461 NeI 
6506.5283 NeI 
6598.9531	NeI
a6678.2000      ne
6717.0430	NeI
a6752.8335	ArI
6965.4307	ArI
a7024.0503	NeI



