# x y z vx vy vz l b d mul mub vr tub tail
-1.270405759999999873e+01 -2.303523759999999854e+01 3.541692850000000004e-02 2.745654106999785293e-01 -2.989180217490247995e-02 2.817840782994985530e-03 4.510947318104351567e+00 1.506419959344103016e-03 2.351066956833420107e+01 1.361137055781346840e-02 1.073720542250484436e-04 1.948028295194880466e-01 2.502227362842000275e+03 1.000000000000000000e+00
8.386977999999999156e+00 -2.022776759999999996e+01 2.400333099999999720e-01 2.842840049501412225e-01 1.157487066063321024e-01 -3.043749656762622042e-04 5.393272022836971935e+00 9.220232325973454907e-03 2.603369443705605235e+01 5.843606676519169998e-03 -1.051322009848458950e-04 2.638244538561316244e-01 1.168370747882999922e+03 1.000000000000000000e+00
-2.273394520000000085e+01 -2.101959540000000004e+01 2.073661239999999850e-01 2.283418380972800088e-01 -8.362739880609815213e-02 -1.984347510447581359e-03 4.101017428701279499e+00 8.078197730841230051e-03 2.567012919028042361e+01 1.418534753378875718e-02 -1.155825400153824600e-04 1.216341978915899819e-01 3.814151004450000073e+03 1.000000000000000000e+00
-1.028552260000000018e+01 -2.341045129999999475e+01 3.208392969999999678e-01 2.819828625809193690e-01 -1.541513065589371345e-02 -1.406416744717905792e-03 4.615069091358064313e+00 1.363926436612832548e-02 2.352394060269838505e+01 1.292456836154833727e-02 -1.826231062205000365e-04 2.118360841036087128e-01 1.547194066928999973e+03 1.000000000000000000e+00
-3.229431149999999917e+01 2.133852639999999923e+01 2.755664030000000153e-01 -1.840250741956960534e-01 -1.031841651902757340e-01 2.339115181060067231e-03 2.420877334354519128e+00 8.522050883760316428e-03 3.233608227700120352e+01 1.138137232308198549e-02 9.297293236719651407e-05 -7.828680267459597886e-02 3.987613464930000760e+02 -1.000000000000000000e+00
-1.658924949999999754e+01 -2.325461929999999811e+01 -5.539139599999999275e-01 2.572224930506185614e-01 -4.804852229256236645e-02 1.142789160093435645e-03 4.358575014510294388e+00 -2.234037954482643099e-02 2.479635752356110601e+01 1.354947565558446004e-02 1.965315816507464807e-04 1.669431070515678683e-01 1.814364219591000165e+03 1.000000000000000000e+00
6.808581299999999281e+00 -2.038110129999999742e+01 -9.974486399999998865e-02 2.948863724417060683e-01 9.798827726809376804e-02 2.855538628780782996e-03 5.340734628426971220e+00 -3.959220719918382127e-03 2.519312047677829014e+01 6.506070615373123200e-03 1.567332571008531585e-04 2.760727893364662844e-01 3.987613464930000760e+02 1.000000000000000000e+00
9.162100299999998754e+00 -1.957100279999999870e+01 -4.074725149999999796e-01 2.876581619027199221e-01 1.146277832319607393e-01 3.136086492057581047e-03 5.432302390671130965e+00 -1.565266826356758942e-02 2.603320708547735407e+01 5.513292622653587910e-03 2.843708791721684869e-04 2.725584385296482837e-01 5.423153036219999876e+02 1.000000000000000000e+00
-2.314834480000000028e+01 -2.151979719999999929e+01 -2.556294100000000014e-01 2.244499362424816624e-01 -8.464153830529129452e-02 8.275806936968451528e-04 4.099032972545073150e+00 -9.713238679664634376e-03 2.631804263436153946e+01 1.374672345387265016e-02 7.720835889374181617e-05 1.239869944266390328e-01 3.080431488059999992e+03 1.000000000000000000e+00
-3.664931709999999754e+01 -1.528942829999999908e+01 -1.675933599999999968e-01 1.343088342718289363e-01 -1.298648976306276681e-01 3.177446238682569805e-03 3.631816054143851336e+00 -5.160827781394305806e-03 3.247426789893052046e+01 1.158792583449052768e-02 1.055650236877560987e-04 4.856896835521101047e-02 5.656429313190000357e+03 1.000000000000000000e+00
-4.576627599999999774e+01 -5.279823799999999956e+00 -1.011305819999999966e-01 4.037695325577108502e-02 -1.547469153774106432e-01 -6.608936848084076424e-04 3.280494990279582357e+00 -2.652004004186167812e-03 3.813369074272562642e+01 1.000894192953879352e-02 -1.645535247066113186e-05 1.259146229522223326e-02 4.304627489880000212e+03 -1.000000000000000000e+00
1.564546399999999871e+01 -1.657433709999999749e+01 -2.611793769999999903e-01 2.530965465617958654e-01 1.615575333551500514e-01 1.632554325543255150e-03 5.671820650770857952e+00 -9.044649998174530969e-03 2.887706412962893765e+01 3.231957066044788707e-03 1.328501987121577890e-04 2.436404407264401439e-01 5.223772761750000200e+02 1.000000000000000000e+00
-1.958331799999999845e+01 -2.190026119999999921e+01 1.013382289999999880e-01 2.452077705180721323e-01 -6.903250805902554077e-02 -1.298095324072506655e-03 4.225879934517870140e+00 4.090339182084064100e-03 2.477508760739316074e+01 1.429785531914491356e-02 -7.637825832757408708e-05 1.452614362666217462e-01 3.158190247049999925e+03 1.000000000000000000e+00
1.411515849999999972e+01 -1.731241490000000027e+01 -3.086425619999999537e-01 2.611265257606704138e-01 1.552818860940902712e-01 1.944755633794869720e-03 5.619001763479641198e+00 -1.098891711557337635e-02 2.808727835481647617e+01 3.776593974457034559e-03 1.664922649389309465e-04 2.485532971943810177e-01 5.443091861220000283e+02 1.000000000000000000e+00
-4.511233199999999499e+01 -3.468323670000000192e+00 -3.024381779999999603e-02 2.184341642498993652e-02 -1.598381544549390132e-01 9.441234375646506910e-04 3.234776748046777506e+00 -8.113906309866267133e-04 3.727405760373588350e+01 1.033420808157446517e-02 2.563528919915716305e-05 1.405919049340500007e-02 3.128282009550000112e+03 -1.000000000000000000e+00
-4.389044399999999513e+01 7.663636299999999402e+00 8.928236199999999290e-01 -6.527034165754500017e-02 -1.533534035982561383e-01 -1.039502044378241841e-03 2.931223306617314339e+00 2.432313475183426124e-02 3.671038580391444128e+01 1.045350647555340871e-02 -1.825370423426467677e-05 -1.519689712180886075e-02 9.291138868169999796e+02 -1.000000000000000000e+00
1.334866629999999965e+01 -1.792463599999999602e+01 -1.577940469999999928e-01 2.633540742746876551e-01 1.497197272156207681e-01 1.388985999676510541e-03 5.584751924161674985e+00 -5.660557708823251051e-03 2.787620898692144777e+01 4.006731722990834223e-03 1.006101505717108078e-04 2.500824624942417640e-01 1.168370747882999922e+03 1.000000000000000000e+00
-4.144490069999999804e+00 -2.302406619999999648e+01 3.245487779999999822e-01 2.967954455691345639e-01 2.555021760309346066e-02 2.047023595924032168e-05 4.878305217164660590e+00 1.390159635726000500e-02 2.334690371573096357e+01 1.112802807658338881e-02 -1.454322644410640706e-04 2.457016557600613105e-01 7.337208456450000540e+02 1.000000000000000000e+00
-1.127367980000000003e+01 -2.296885419999999911e+01 2.734215629999999994e-02 2.798989433931036164e-01 -2.513954771657807979e-02 -2.281868866395085713e-03 4.570815569587786342e+00 1.178491145210677727e-03 2.320099114881294966e+01 1.346465284671262592e-02 -1.089245691858337219e-04 2.081368214241672010e-01 2.440419398000999990e+03 1.000000000000000000e+00
-4.964861699999999267e+00 -2.311760839999999817e+01 8.358400199999999058e-02 2.943521295763416035e-01 1.858476138889829377e-02 -2.532084739196015580e-03 4.842933505020082130e+00 3.584819090241661739e-03 2.331615038811655438e+01 1.136464452040440200e-02 -1.459537426178718626e-04 2.429619600308100813e-01 1.920036004326000239e+03 1.000000000000000000e+00
-4.221512529999999686e+01 -1.005036419999999886e+01 -3.592774269999999825e-01 8.840812033808410908e-02 -1.506663221127624019e-01 9.427728690130936142e-04 3.427296837856812939e+00 -1.007454703833804248e-02 3.566249710994581079e+01 1.080605218843917921e-02 3.238107422613921936e-05 2.103936570684310919e-02 4.801085622810000132e+03 -1.000000000000000000e+00
-2.764509129999999715e+01 -1.973295369999999593e+01 -6.353937999999999253e-02 1.930067594253924157e-01 -1.049519057667640809e-01 3.379344106285098940e-04 3.929222066765969856e+00 -2.281928249428960033e-03 2.784462445723572799e+01 1.327255295661640411e-02 2.013962749545997928e-05 9.765630759867360844e-02 4.934670433290000801e+03 1.000000000000000000e+00
1.092571949999999958e+01 -1.907713060000000027e+01 -1.165938549999999928e-02 2.762203828460302324e-01 1.317152574186292169e-01 -8.405091122470857300e-05 5.493802961057719259e+00 -4.338813840388426666e-04 2.687228882070537139e+01 4.852483607902898476e-03 1.082449839668915742e-06 2.607597857942064445e-01 1.122513311339999973e+03 1.000000000000000000e+00
-3.981534260000000103e+01 -1.355655409999999961e+01 7.244012199999999568e-01 1.103243218945950677e-01 -1.457730747674449157e-01 -1.981950453449488146e-03 3.544395615970390434e+00 2.094357281137600169e-02 3.459076380985448651e+01 1.111356747990755595e-02 -8.383025978515721470e-05 4.379545857851990798e-02 5.148007885259999966e+03 -1.000000000000000000e+00
-4.290173639999999722e+01 1.049262349999999877e+01 -8.961789099999999397e-01 -8.660193303767899087e-02 -1.471182410447957611e-01 7.724173277512591171e-05 2.849554969379023195e+00 -2.458505370913660962e-02 3.645585670762059749e+01 1.046217628236697193e-02 -1.419905382371962651e-05 -2.419290588698567307e-02 3.588852915990000270e+02 -1.000000000000000000e+00
1.564546399999999871e+01 -1.657433709999999749e+01 -2.611793769999999903e-01 2.530965465617958654e-01 1.615575333551500514e-01 1.632554325543255150e-03 5.671820650770857952e+00 -9.044649998174530969e-03 2.887706412962893765e+01 3.231957066044788707e-03 1.328501987121577890e-04 2.436404407264401439e-01 5.223772761750000200e+02 1.000000000000000000e+00
-4.557948400000000078e+01 -2.046589299999999945e+00 2.909125009999999900e-01 8.776686715491007276e-03 -1.595987560701294938e-01 1.037281450887903326e-03 3.195999189650826189e+00 7.729650069967054955e-03 3.763629598608726923e+01 1.021660363242694360e-02 2.506443280618168761e-05 1.215813843780554765e-02 3.130275892050000039e+03 -1.000000000000000000e+00
-5.143530999999999409e+00 -2.323487369999999785e+01 -1.442702889999999960e-01 2.934787079980891167e-01 1.788629909234871682e-02 4.741084366806969791e-03 4.834714037490943639e+00 -6.162737740747574987e-03 2.341024529814244914e+01 1.136336321194364972e-02 2.660588978321869668e-04 2.413393033112213315e-01 1.740593225601000086e+03 1.000000000000000000e+00
-2.621941770000000105e+01 -2.021319489999999774e+01 1.132574849999999911e-01 2.077957276820474319e-01 -9.532982460099828637e-02 -2.647316541972758700e-04 3.978821576491183620e+00 4.161940658611124229e-03 2.721274070450030536e+01 1.355314109533564855e-02 -2.484039478669954306e-05 9.880940997556468541e-02 4.075341636420000214e+03 1.000000000000000000e+00
2.202173619999999943e+01 -1.171933179999999908e+01 -3.517131249999999598e-02 2.094628306833526965e-01 1.913425678293479981e-01 -2.223807358257068496e-03 5.911015444155391485e+00 -1.091325586427704334e-03 3.222807191443671826e+01 1.390664117824905437e-03 -6.198036637614224686e-05 2.073633117794429492e-01 5.243711586750000606e+02 1.000000000000000000e+00
-4.529426499999999578e+01 -3.700219229999999748e-01 -2.299809849999999711e-01 -8.479938499384992792e-03 -1.615102391941350413e-01 1.743368879560355019e-03 3.151514012331859682e+00 -6.166276543467572209e-03 3.729680964060045056e+01 1.036043328884614714e-02 4.877810234444647508e-05 1.230314786807994686e-02 2.544097300236000137e+03 -1.000000000000000000e+00
-7.615725699999999598e+00 -2.380656299999999703e+01 -8.095971199999998924e-02 2.869713937506346846e-01 6.253011085156722111e-03 -1.805016268511308889e-03 4.728529106581467190e+00 -3.400274752090128461e-03 2.380980182793583211e+01 1.190288181850173571e-02 -4.391330370391954802e-05 2.233515738833515840e-01 6.400120900590001156e+02 1.000000000000000000e+00
-4.448268299999999442e+01 -5.286394200000000154e+00 5.219683999999999990e-01 3.979887756675731803e-02 -1.596309109237881163e-01 8.274825146416601692e-04 3.285492567615072357e+00 1.415846944869191687e-02 3.686739173750810750e+01 1.048075813185889681e-02 1.638669246821392616e-05 1.577966611157907706e-02 3.487167567000000417e+03 -1.000000000000000000e+00
-3.034586969999999795e+01 -1.857487769999999827e+01 1.885844120000000068e-01 1.772706139905435574e-01 -1.153890024863551272e-01 2.138621257772210533e-03 3.835096813711654118e+00 6.489852808889116226e-03 2.905855361678871773e+01 1.290793346663682457e-02 5.544633741468930535e-05 8.127588366627074012e-02 3.818138769449999927e+03 1.000000000000000000e+00
1.825532319999999942e+01 -1.450207679999999932e+01 -1.431853559999999859e-01 2.336287883062316550e-01 1.819338764947282250e-01 2.904956498188834575e-03 5.778541151636684248e+00 -4.773731350836799524e-03 2.999454500231215803e+01 2.509275066221350933e-03 1.327097699756079642e-04 2.253104165515299462e-01 5.263650411750001012e+02 1.000000000000000000e+00
-4.420726799999999734e+00 -2.269407559999999791e+01 4.473930699999999205e-02 2.985487585151080925e-01 2.035510605564770995e-02 1.111081045397609808e-03 4.868818801123669715e+00 1.947335302910508216e-03 2.297464397078536535e+01 1.144837180367478009e-02 2.728510046619674338e-05 2.486562382774235302e-01 1.423578137247000086e+03 1.000000000000000000e+00
