# x y z vx vy vz l b d mul mub vr tub tail
-3.836274866222105828e+01 -1.515026255541677536e+01 -5.425302386606192240e-01 1.324969656450419031e-01 -1.207269033835623451e-01 -1.028250658199209196e-02 3.604420191232668547e+00 -1.598706533232822219e-02 3.393701962287100571e+01 1.085998711929747097e-02 -2.860846609239189268e-04 3.596101018616497391e-02 5.656429313190000357e+03 -1.000000000000000000e+00
-2.008409422213762063e+00 -2.320321946871723284e+01 3.966851834866711585e-02 2.930471579718499919e-01 4.742509586803037025e-02 -3.027521427529171385e-03 4.965091258439294997e+00 1.655314439916838595e-03 2.396435112738551254e+01 9.987490259381656688e-03 -1.432711523663698374e-04 2.451946566160608243e-01 9.969034991579999883e+01 1.000000000000000000e+00
8.746557404536780211e+00 -1.999316737873073890e+01 3.190906551047673068e-01 2.786442937128656983e-01 1.062461816400636777e-01 -1.245899146944300963e-02 5.409648253831446318e+00 1.223439298237510853e-02 2.608209626513106372e+01 5.266770581276652291e-03 -6.042744007250833464e-04 2.697848960110505456e-01 3.588852915990000270e+02 1.000000000000000000e+00
-1.275705619714805472e+01 -2.329476494791767038e+01 3.581569561380167771e-02 2.754466406659301647e-01 -2.045948322893181848e-02 1.558431611902843551e-02 4.510947311513049840e+00 1.506409063448631985e-03 2.377555341954442980e+01 1.341666387425964266e-02 6.437300873844105983e-04 1.854041619092519910e-01 2.502227362842000275e+03 1.000000000000000000e+00
8.729567790244900038e+00 -2.065065368472765073e+01 2.450511696265814110e-01 2.957413910707759608e-01 1.226194187697384752e-01 1.464072906771227622e-03 5.393272025282929150e+00 9.220219941905966402e-03 2.657796053369578360e+01 6.221650812167147347e-03 -3.709380626747711804e-05 2.657142072589902537e-01 1.168370747882999922e+03 1.000000000000000000e+00
-2.276067805707810265e+01 -2.105773293225177412e+01 2.077423031559957334e-01 2.369389849258102532e-01 -7.928721887368328503e-02 -1.413944917434132795e-02 4.101017432443989641e+00 8.078195349792561056e-03 2.571670448979162060e+01 1.433653756227075415e-02 -5.853452550802474251e-04 1.130475937987295565e-01 3.814151004450000073e+03 1.000000000000000000e+00
-1.027501233434960248e+01 -2.330279290127426606e+01 3.193637933141747487e-01 2.917379977483545161e-01 -1.177468007258775096e-02 6.941692952451014934e-03 4.615069081114888228e+00 1.363926223252560389e-02 2.341576031978464556e+01 1.338384458427147213e-02 1.756792426480578793e-04 2.073792692861646525e-01 1.547194066928999973e+03 1.000000000000000000e+00
-3.262800118558894269e+01 2.163161705008023361e+01 2.793509487908832911e-01 -1.905010814264265218e-01 -1.088401584260862420e-01 -3.416866139423293397e-03 2.420877344369132711e+00 8.522037483053340051e-03 3.278022781420657594e+01 1.148718382888493442e-02 -8.416809829430909131e-05 -7.720276461093907028e-02 3.987613464930000760e+02 -1.000000000000000000e+00
-1.664088501040033208e+01 -2.339441744117270261e+01 -5.572437146626689763e-01 2.496464691753788878e-01 -3.638226205337474761e-02 -2.429112798280359115e-03 4.358575009621387331e+00 -2.234037267124501167e-02 2.494542406399092727e+01 1.302146663658788027e-02 4.475482362537242442e-05 1.587062684816342439e-01 1.814364219591000165e+03 1.000000000000000000e+00
7.030532399761806772e+00 -2.068657334215929922e+01 -1.012401416211589217e-01 3.086336903902373585e-01 1.011444908190314435e-01 3.459478459335690349e-03 5.340734628856496968e+00 -3.959232494964942325e-03 2.557071509416779520e+01 6.917489852406451603e-03 1.788930162466395146e-04 2.815977471590105918e-01 3.987613464930000760e+02 1.000000000000000000e+00
9.097039906177752044e+00 -1.949681014559734749e+01 -4.059277992673713809e-01 2.727228453908146499e-01 1.388472727435136889e-01 -1.082961530391727926e-02 5.432302397525595516e+00 -1.565266783767067793e-02 2.593451670621837835e+01 5.717027365022438017e-03 -2.699125754714918300e-04 2.447235878849510493e-01 5.423153036219999876e+02 1.000000000000000000e+00
-2.360258477904659458e+01 -2.216509256036030351e+01 -2.632950886031951709e-01 2.388075066594990969e-01 -8.477152393089276705e-02 -3.829715234166758495e-03 4.099032978695511531e+00 -9.713251366699296799e-03 2.710721867511233185e+01 1.378240687903908857e-02 -9.976466446042189427e-05 1.158744777531912906e-01 3.080431488059999992e+03 1.000000000000000000e+00
-3.667887042957634947e+01 -1.530520011530066782e+01 -1.677662431355619599e-01 1.504493835015365266e-01 -1.339203639326433382e-01 1.543382733531609738e-04 3.631816052461652955e+00 -5.160827831090555526e-03 3.250776684421992258e+01 1.191982042509965624e-02 1.050349683912920934e-05 3.625450074679376078e-02 5.656429313190000357e+03 1.000000000000000000e+00
-4.517043092027361695e+01 -5.196522875202838065e+00 -9.953466320611223384e-02 4.871659466707854713e-02 -1.495095487033716863e-01 -1.268437496353612805e-03 3.280494984212130039e+00 -2.651994305957956852e-03 3.753204886414434327e+01 1.006195090327790566e-02 -3.354125030201401557e-05 3.608638644879756316e-03 4.304627489880000212e+03 -1.000000000000000000e+00
1.478698386954645727e+01 -1.597258357136293760e+01 -2.516967391272593724e-01 2.630879264307236509e-01 1.729911129223151434e-01 8.894078142495894998e-03 5.671820653661144185e+00 -9.044643836392890490e-03 2.782864371584844321e+01 3.896255955671039210e-03 3.993076769404686906e-04 2.451935855182187651e-01 5.223772761750000200e+02 1.000000000000000000e+00
-1.970976333277261361e+01 -2.213932697546654893e+01 1.024441871352234912e-01 2.360298143715804098e-01 -7.097818177171466569e-02 9.685539651447971909e-03 4.225879916926920998e+00 4.090328697035332077e-03 2.504553555122438624e+01 1.385585083406933732e-02 3.620078181505918900e-04 1.513173121550765721e-01 3.158190247049999925e+03 1.000000000000000000e+00
1.393610569107026720e+01 -1.717224737354982977e+01 -3.061436089117797188e-01 2.754285588786437589e-01 1.503394858972122994e-01 2.099046267638307942e-02 5.619001751397535216e+00 -1.098891469740548472e-02 2.785987323477032263e+01 3.984182117176990508e-03 8.570785759750303070e-04 2.626514328423408262e-01 5.443091861220000283e+02 1.000000000000000000e+00
-4.534795905810560868e+01 -3.490344041307508860e+00 -3.043612872040191153e-02 2.813276461374923307e-02 -1.564553034201270343e-01 -1.095496821755351929e-02 3.234776745491882100e+00 -8.113984214467143997e-04 3.751071145273780871e+01 1.019481893280421887e-02 -2.918871008046135230e-04 7.492012799959739226e-03 3.128282009550000112e+03 -1.000000000000000000e+00
-4.409223402688049731e+01 7.706724334625315365e+00 8.978429489787544959e-01 -7.006838699061491982e-02 -1.393782401106395397e-01 -3.745122258529004228e-04 2.931223304166973076e+00 2.432312194503902930e-02 3.691678587014377655e+01 1.005188744567733772e-02 -5.157607687821043441e-06 -7.572399946011280220e-03 9.291138868169999796e+02 -1.000000000000000000e+00
1.336047293139301217e+01 -1.793454923942918100e+01 -1.578809882989317681e-01 2.860041223355489493e-01 1.437064307884305392e-01 -1.077594473014253929e-02 5.584751917897372131e+00 -5.660546031943118096e-03 2.789162574467020406e+01 4.361587641684635218e-03 -3.312833586331738098e-04 2.713641940606461023e-01 1.168370747882999922e+03 1.000000000000000000e+00
-4.191825253719480671e+00 -2.274139632482711804e+01 3.205638773221552440e-01 2.889701247685235175e-01 2.039636308815367949e-02 -6.004698730284060808e-03 4.878305195070463895e+00 1.390158048672445086e-02 2.306027022609476873e+01 1.089471743072979899e-02 -4.107788213596426158e-04 2.494082071406390211e-01 7.337208456450000540e+02 1.000000000000000000e+00
-1.127292135673713958e+01 -2.296353077269194998e+01 2.733602682814235615e-02 2.861481674154965904e-01 -2.336134431553404944e-02 6.946894353674858830e-03 4.570815557279708230e+00 1.178500090668625896e-03 2.319561396070643156e+01 1.372367613850667030e-02 2.890508013122442118e-04 2.055055110660621021e-01 2.440419398000999990e+03 1.000000000000000000e+00
-4.934521985580085257e+00 -2.334869323743692249e+01 8.441951686923769571e-02 2.939754835180645731e-01 2.990879605865581770e-03 1.462656793124989408e-03 4.842933518126375070e+00 3.584819286211078648e-03 2.354921990231635931e+01 1.115010955655035621e-02 2.277725891121546754e-05 2.583883511956336365e-01 1.920036004326000239e+03 1.000000000000000000e+00
-4.303625571648149872e+01 -1.029156335962645841e+01 -3.679001788988232602e-01 8.512817380501230824e-02 -1.627329946711749131e-01 -8.064495733270372890e-03 3.427296837647581196e+00 -1.007455897402050569e-02 3.651836307335697285e+01 1.084452986489563286e-02 -2.132093494528623291e-04 2.767755325209214287e-02 4.801085622810000132e+03 -1.000000000000000000e+00
-2.747881284085460507e+01 -1.956593164643276594e+01 -6.300150260077903852e-02 1.944052057300532377e-01 -8.969914860543143353e-02 5.329627861414552512e-03 3.929222068904724363e+00 -2.281925625679825410e-03 2.760894420421127649e+01 1.303197408504918817e-02 2.001359752833894155e-04 8.584894047197871858e-02 4.934670433290000801e+03 1.000000000000000000e+00
1.068479414525561921e+01 -1.883427798216307281e+01 -1.151053045891241994e-02 2.972651918072377053e-01 1.393303394670219741e-01 -1.163425957608835680e-02 5.493802955542026467e+00 -4.338651555488544169e-04 2.653020338882238249e+01 5.680341734883735672e-03 -4.341104629979365692e-04 2.701802292565843588e-01 1.122513311339999973e+03 1.000000000000000000e+00
-4.100103863013656280e+01 -1.406178003709607083e+01 7.513981924596234707e-01 1.338702805600181789e-01 -1.254276500741686173e-01 -9.140812985675478633e-03 3.544395602992806538e+00 2.094357141827244209e-02 3.587989419888345566e+01 1.044979646610360961e-02 -2.629993510968292700e-04 1.401517808153102812e-02 5.148007885259999966e+03 -1.000000000000000000e+00
-4.173647771405042306e+01 1.014230823636190948e+01 -8.662584783754457840e-01 -9.441112384330241358e-02 -1.588419253404958487e-01 1.430294628499120466e-02 2.849554961836751055e+00 -2.458505791388765696e-02 3.523871093929732012e+01 1.120606445387452126e-02 3.917463132621061962e-04 -2.044060820498718595e-02 3.588852915990000270e+02 -1.000000000000000000e+00
1.562084543840346385e+01 -1.655708072216156523e+01 -2.609073528782289153e-01 2.631334868912598712e-01 1.573071379671192316e-01 7.190650282875509294e-03 5.671820649236706480e+00 -9.044646651837219553e-03 2.884699869851117882e+01 3.314385731908415372e-03 3.289975947037499307e-04 2.542483035087235721e-01 5.223772761750000200e+02 1.000000000000000000e+00
-4.612256692280160308e+01 -2.076165977533940943e+00 2.951159007272894375e-01 3.316263464215877393e-03 -1.689610553326775788e-01 2.362519957525972825e-02 3.195999195623049793e+00 7.729630540104072065e-03 3.818019993851025617e+01 1.030814136988146903e-02 6.150962166132120483e-04 1.829401984159174238e-02 3.130275892050000039e+03 -1.000000000000000000e+00
-5.202828420046255786e+00 -2.275254250876241358e+01 -1.412754539959391320e-01 2.872354057977919428e-01 1.510720489579420178e-02 1.100683887209392281e-02 4.834714030093080872e+00 -6.162740463473327310e-03 2.292427355914780662e+01 1.131914787625962551e-02 5.455546560404614994e-04 2.432971681235419625e-01 1.740593225601000086e+03 1.000000000000000000e+00
-2.539462726553161431e+01 -1.929814583173238418e+01 1.081303954210880991e-01 1.738505177743932539e-01 -9.529028730142835579e-02 1.145319500477324712e-02 3.978821560384756761e+00 4.161943064476907733e-03 2.598082335939336218e+01 1.322426300766118071e-02 4.213639841220517650e-04 1.215557324733044647e-01 4.075341636420000214e+03 1.000000000000000000e+00
2.134262685043274743e+01 -1.145423326005909992e+01 -3.437590281637243478e-02 1.991856679593530521e-01 2.094296125134361697e-01 -2.119740039427360414e-03 5.911015454633669286e+00 -1.091331499443410962e-03 3.149905382328610770e+01 1.839105424825980334e-03 -6.067055286648293471e-05 1.912124856376273274e-01 5.243711586750000606e+02 1.000000000000000000e+00
-4.544647525410653799e+01 -3.715318235719897721e-01 -2.309201865304619239e-01 -2.209863501025738364e-02 -1.852581591807291872e-01 1.567048611557483873e-02 3.151514004814821135e+00 -6.166291842274631077e-03 3.744903028096838682e+01 1.094883343232328637e-02 4.227491370982225730e-04 2.607063727202148934e-02 2.544097300236000137e+03 -1.000000000000000000e+00
-7.619335216133514166e+00 -2.358294744686249444e+01 -8.019935422178738060e-02 2.814751162521659245e-01 6.607164341752236325e-03 4.867915552101834305e-03 4.728529105756856588e+00 -3.400278929153117795e-03 2.358615585243962443e+01 1.178298751547506192e-02 2.385221850271005653e-04 2.228860725432896539e-01 6.400120900590001156e+02 1.000000000000000000e+00
-4.431621635663307757e+01 -5.262273459941912535e+00 5.195866136902226318e-01 3.840485264076169691e-02 -1.540006345645206220e-01 2.738223448221727661e-03 3.285492581649435362e+00 1.415846671088746844e-02 3.669916978186453349e+01 1.037150560690158936e-02 6.830079855567639815e-05 1.637887997437514204e-02 3.487167567000000417e+03 -1.000000000000000000e+00
-3.001193010775744696e+01 -1.829729275967725144e+01 1.857659498344243487e-01 1.915265868550093398e-01 -1.049751587414665677e-01 -2.007472182509240088e-03 3.835096825948518084e+00 6.489844634265887029e-03 2.862429908993850347e+01 1.314234695886565968e-02 -8.455981805341960221e-05 6.362945339162884295e-02 3.818138769449999927e+03 1.000000000000000000e+00
1.745950176579532709e+01 -1.406250679173006901e+01 -1.388450292418857979e-01 2.372216119709248949e-01 1.685105157875740889e-01 -3.884895665868343291e-03 5.778541139117219672e+00 -4.773722535771813408e-03 2.908538473825187154e+01 2.243445505951982295e-03 -9.500346975186766524e-05 2.349778256270912136e-01 5.263650411750001012e+02 1.000000000000000000e+00
-4.372877569494576733e+00 -2.299746132545093147e+01 4.533778823403499664e-02 3.023649398844681646e-01 1.975030370019056902e-02 2.419542933315000158e-03 4.868818789267225000e+00 1.947351793925097482e-03 2.328178043141307541e+01 1.145520799797110009e-02 8.302628064410505623e-05 2.498507313837077248e-01 1.423578137247000086e+03 1.000000000000000000e+00
